id_manutencao,id_rebocador,data_manutencao,tipo_manutencao,componente_afetado,custo_reparo_reais,dias_inativo
1846,25,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,81418,9
1847,27,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,43244,9
1848,28,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,42037,5
1849,29,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,63397,6
1850,32,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,29943,9
1851,33,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,72444,10
1852,35,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,75617,10
1853,37,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,52777,7
1854,40,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,67104,8
1855,41,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,84628,12
1856,43,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,33007,7
1857,44,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,89828,6
1858,46,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,65528,7
1859,47,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,34321,8
1860,48,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,67453,8
1861,49,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,89373,12
1862,50,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,47129,6
1863,51,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,60945,11
1864,52,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,72116,11
1865,54,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,29488,7
1866,56,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,40549,6
1867,57,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,34143,6
1868,58,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,50339,12
1869,59,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,67524,10
1870,61,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,65407,11
1871,62,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,38863,5
1872,63,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,86437,7
1873,65,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,50263,6
1874,68,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,38035,5
1875,69,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,75111,6
1876,70,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,79247,8
1877,73,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,87466,10
1878,74,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,52579,10
1879,75,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,52491,9
1880,77,2024-05-05,Corretiva Nao Planejada,Sistema Elétrico,64530,11
1881,12,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,35712,10
1882,17,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,70339,8
1883,19,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,29979,12
1884,38,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,70553,10
1885,39,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,27817,10
1886,42,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,49676,6
1887,45,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,77282,10
1888,53,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,40911,8
1889,55,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,40426,7
1890,66,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,72909,5
1891,67,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,88214,9
1892,72,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,51614,10
1893,80,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,25487,10
1894,30,2024-05-06,Corretiva Nao Planejada,Sistema de Propulsão,55483,8
1895,34,2024-05-06,Corretiva Nao Planejada,Sistema de Propulsão,64670,9
1896,2,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,76799,7
1897,5,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,25012,7
1898,6,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,34002,12
1899,7,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,41317,10
1900,8,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,80692,8
1901,9,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,71601,6
1902,11,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,69099,11
1903,15,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,53920,8
1904,16,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,79144,11
1905,18,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,56513,9
1906,20,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,67643,10
1907,21,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,27032,8
1908,22,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,53692,10
1909,23,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,75604,11
1910,24,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,85519,6
1911,25,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,47140,7
1912,27,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,65403,7
1913,28,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,46670,6
1914,29,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,27568,8
1915,32,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,50052,10
1916,33,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,85972,5
1917,35,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,34628,6
1918,37,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,27162,10
1919,40,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,86430,8
1920,41,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,32075,12
1921,43,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,77146,10
1922,44,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,81155,8
1923,46,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,44360,12
1924,47,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,76350,7
1925,48,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,49785,6
1926,49,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,68905,12
1927,50,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,40638,5
1928,51,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,38338,8
1929,52,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,87232,10
1930,54,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,44458,11
1931,56,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,30246,6
1932,57,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,51808,9
1933,58,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,45913,8
1934,59,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,63293,6
1935,61,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,74926,10
1936,62,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,72880,12
1937,63,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,42611,12
1938,65,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,36670,12
1939,68,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,75791,7
1940,69,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,28407,8
1941,70,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,47338,9
1942,73,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,53831,8
1943,74,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,86197,11
1944,75,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,71679,12
1945,77,2024-05-06,Corretiva Nao Planejada,Sistema Elétrico,62724,5
1946,71,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,39022,9
1947,12,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,38236,7
1948,17,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,52856,7
1949,19,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,64991,7
1950,38,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,34308,6
1951,39,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,27317,9
1952,42,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,83261,5
1953,45,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,71854,5
1954,53,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,77540,10
1955,55,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,62085,12
1956,66,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,78534,5
1957,67,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,49823,9
1958,72,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,32171,11
1959,80,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,54575,12
1960,30,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,75762,12
1961,34,2024-05-07,Corretiva Nao Planejada,Sistema de Propulsão,66500,8
1962,5,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,42219,12
1963,6,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,56285,10
1964,7,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,29395,12
1965,8,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,72958,8
1966,9,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,31893,5
1967,16,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,54128,7
1968,18,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,50007,8
1969,21,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,32253,11
1970,22,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,49908,10
1971,23,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,61180,9
1972,25,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,29532,8
1973,27,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,87761,10
1974,28,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,38468,12
1975,32,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,40496,10
1976,33,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,89855,8
1977,35,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,26246,10
1978,44,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,62228,11
1979,46,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,30459,7
1980,47,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,33158,7
1981,49,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,44370,9
1982,51,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,87788,7
1983,54,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,75876,12
1984,57,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,76507,10
1985,58,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,38658,8
1986,59,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,83622,8
1987,61,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,37958,6
1988,62,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,86486,12
1989,65,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,61824,7
1990,68,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,31588,5
1991,69,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,28514,6
1992,73,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,41491,10
1993,74,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,74086,9
1994,77,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,42659,12
1995,76,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,27403,7
1996,1,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,47934,12
1997,3,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,84872,6
1998,4,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,27270,7
1999,10,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,40867,11
2000,13,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,61586,10
2001,14,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,27344,6
2002,26,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,34505,6
2003,31,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,40428,5
2004,36,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,52342,8
2005,60,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,45742,7
2006,64,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,80717,12
2007,78,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,28586,9
2008,79,2024-05-07,Corretiva Nao Planejada,Sistema Elétrico,59679,8
2009,12,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,71687,6
2010,17,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,79860,8
2011,19,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,87884,12
2012,38,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,31799,7
2013,39,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,74266,12
2014,42,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,36358,6
2015,45,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,64299,12
2016,53,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,57785,9
2017,55,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,44285,8
2018,66,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,80410,12
2019,67,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,76602,12
2020,72,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,80162,5
2021,80,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,50774,11
2022,34,2024-05-08,Corretiva Nao Planejada,Sistema de Propulsão,49610,5
2023,5,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,39362,6
2024,6,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,61684,8
2025,7,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,27519,11
2026,8,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,36309,8
2027,9,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,25505,12
2028,16,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,85823,6
2029,18,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,57780,5
2030,21,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,73207,12
2031,22,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,86334,7
2032,23,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,28685,10
2033,25,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,44051,5
2034,27,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,53287,9
2035,28,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,52713,10
2036,32,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,37711,5
2037,33,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,45516,11
2038,35,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,46539,12
2039,44,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,46518,10
2040,46,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,77569,6
2041,47,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,53863,6
2042,49,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,30412,5
2043,51,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,36572,7
2044,54,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,64372,5
2045,57,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,70906,6
2046,58,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,42844,7
2047,59,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,77371,7
2048,61,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,89339,11
2049,62,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,76749,11
2050,65,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,56537,12
2051,68,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,75571,8
2052,69,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,38798,6
2053,73,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,59445,11
2054,74,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,44102,10
2055,77,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,76366,8
2056,2,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,89207,12
2057,11,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,87055,6
2058,15,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,88429,7
2059,20,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,65045,7
2060,24,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,68834,8
2061,29,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,56245,8
2062,37,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,87879,11
2063,40,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,83774,8
2064,41,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,73330,7
2065,43,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,77858,6
2066,48,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,56095,10
2067,50,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,42439,12
2068,52,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,52699,8
2069,56,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,49461,7
2070,63,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,87796,7
2071,70,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,68335,6
2072,75,2024-05-08,Corretiva Nao Planejada,Sistema Elétrico,51753,10
2073,30,2024-05-09,Corretiva Nao Planejada,Sistema de Propulsão,55838,9
2074,12,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,75743,10
2075,17,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,49612,6
2076,19,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,42206,8
2077,38,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,49027,5
2078,39,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,73353,10
2079,42,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,74865,8
2080,45,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,78383,9
2081,53,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,31339,10
2082,55,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,85578,5
2083,66,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,55483,5
2084,67,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,80230,7
2085,72,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,44525,12
2086,80,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,46348,5
2087,34,2024-05-09,Corretiva Nao Planejada,Sistema de Propulsão,79653,5
2088,71,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,38191,6
2089,5,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,47551,10
2090,6,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,59637,6
2091,7,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,35889,5
2092,8,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,45637,8
2093,9,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,43239,5
2094,16,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,89558,5
2095,18,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,31773,7
2096,21,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,59122,10
2097,22,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,74845,6
2098,23,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,28792,6
2099,25,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,37766,12
2100,27,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,81267,11
2101,28,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,84803,7
2102,32,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,32046,7
2103,33,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,54117,12
2104,35,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,85998,5
2105,44,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,46762,12
2106,46,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,28108,5
2107,47,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,73378,10
2108,49,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,33106,10
2109,51,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,27487,11
2110,54,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,25047,10
2111,57,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,49710,8
2112,58,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,34149,10
2113,59,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,29835,9
2114,61,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,50893,9
2115,62,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,44026,12
2116,65,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,49983,6
2117,68,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,37925,7
2118,69,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,52161,7
2119,73,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,68348,8
2120,74,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,40965,12
2121,77,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,68900,9
2122,2,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,44067,12
2123,11,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,55280,7
2124,15,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,41347,11
2125,20,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,63241,5
2126,24,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,41654,5
2127,29,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,75887,9
2128,37,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,89530,8
2129,40,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,77164,7
2130,41,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,51935,12
2131,43,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,59802,7
2132,48,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,37080,8
2133,50,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,89861,11
2134,52,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,40409,8
2135,56,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,86704,9
2136,63,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,46221,10
2137,70,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,74230,11
2138,75,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,61291,5
2139,76,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,84649,9
2140,1,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,57655,6
2141,3,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,65037,11
2142,4,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,42313,11
2143,10,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,72131,5
2144,13,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,67414,7
2145,14,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,30629,10
2146,26,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,85100,8
2147,31,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,30372,8
2148,36,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,47957,7
2149,60,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,35790,11
2150,64,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,68584,12
2151,78,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,47127,12
2152,79,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,35819,8
2153,30,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,58843,8
2154,12,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,29484,7
2155,17,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,43666,6
2156,19,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,78824,9
2157,38,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,55541,8
2158,39,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,27831,12
2159,42,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,72322,6
2160,45,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,50550,11
2161,53,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,25057,12
2162,55,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,83554,8
2163,66,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,36392,8
2164,67,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,86024,5
2165,72,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,25013,9
2166,80,2024-05-09,Corretiva Nao Planejada,Sistema Elétrico,48844,5
2167,34,2024-05-10,Corretiva Nao Planejada,Sistema de Propulsão,43680,7
2168,71,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,74960,6
2169,5,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,37226,7
2170,6,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,29521,6
2171,7,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,51954,10
2172,8,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,31930,8
2173,9,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,41297,6
2174,16,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,61660,7
2175,18,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,47919,12
2176,21,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,80915,7
2177,22,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,43680,12
2178,23,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,65158,11
2179,25,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,32979,11
2180,27,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,79246,5
2181,28,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,69463,6
2182,32,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,37179,9
2183,33,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,37922,11
2184,35,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,66136,10
2185,44,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,48995,7
2186,46,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,37677,7
2187,47,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,70098,11
2188,49,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,64630,5
2189,51,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,70578,12
2190,54,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,28754,11
2191,57,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,58102,12
2192,58,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,40584,6
2193,59,2024-05-10,Corretiva Nao Planejada,Sistema Elétrico,39057,6
